depth,date,d13C,d18O
409.6,-19,-8.66,-3.44
409.7,-19.3,-8.73,-3.54
409.8,-19.6,-8.8,-3.68
409.9,-20,-8.61,-3.57
410,-20.3,-8.6,-3.61
410.1,-20.7,-8.53,-3.48
410.2,-21,-8.55,-3.55
6.9,1951.2,-7.59,-3.12
7,1951.1,-7.65,-3.13
7.1,1950.9,-7.5,-3.22
7.2,1950.8,-7.43,-3.14
7.3,1950.7,-7.55,-3.31
7.4,1950.7,-7.83,-3.21
7.5,1950.6,-8.21,-3.38
7.6,1950.5,-8.27,-3.3
7.7,1950.4,-8.49,-3.45
7.8,1950.3,-8.46,-3.42
7.9,1950.2,-8.49,-3.45
8,1950.1,-8.39,-3.3
8.1,1950,-8.34,-3.39
8.2,1949.9,-8.27,-3.34
8.3,1949.8,-8.25,-3.5
8.4,1949.7,-8.3,-3.16
8.5,1949.6,-8.16,-3.62
8.6,1949.5,-8.13,-3.61
8.7,1949.4,-8.07,-3.54
8.8,1949.3,-7.95,-3.55
8.9,1949.1,-7.76,-3.48
9,1949,-7.63,-3.4
9.1,1948.9,-7.55,-3.45
9.2,1948.7,-7.62,-3.54
9.3,1948.6,-7.7,-3.6
9.4,1948.4,-7.81,-3.55
9.5,1948.2,-7.83,-3.54
9.6,1948.1,-7.86,-3.52
9.7,1947.9,-7.89,-3.4
9.8,1947.7,-7.85,-3.31
9.9,1947.5,-7.82,-3.24
10,1947.3,-7.75,-3.2
10.1,1947.1,-7.78,-3.29
10.2,1946.8,-7.96,-3.4
10.3,1946.6,-7.97,-3.51
10.4,1946.3,-8.01,-3.59
10.5,1945.9,-8.25,-3.58
10.6,1945.7,-8.14,-3.4
10.7,1945.3,-8.27,-3.47
10.8,1945,-8.16,-3.52
10.9,1944.6,-8.12,-3.47
11,1944.2,-8.03,-3.43
11.1,1943.8,-8.11,-3.49
11.2,1943.5,-8.08,-3.39
11.3,1943.1,-8.09,-3.31
11.4,1942.7,-8.07,-3.52
11.5,1942.3,-8.18,-3.57
11.6,1941.9,-8.12,-3.13
11.7,1941.5,-8.14,-3.28
11.8,1941.1,-8.07,-3.5
11.9,1940.6,-8.03,-3.46
12,1940.2,-7.91,-3.49
12.1,1939.7,-7.87,-3.48
12.2,1939.3,-7.8,-3.48
12.3,1938.8,-7.66,-3.47
12.4,1938.3,-7.81,-3.61
12.5,1937.8,-7.65,-3.47
12.6,1937.2,-7.48,-3.36
12.7,1936.7,-7.54,-3.44
12.8,1936.2,-7.66,-3.44
12.9,1935.6,-7.8,-3.37
13,1935.1,-7.89,-3.61
13.1,1934.5,-7.95,-3.41
13.2,1934,-8.04,-3.57
13.3,1933.4,-8.03,-3.62
13.4,1932.9,-7.97,-3.64
13.5,1932.3,-8.22,-3.38
13.6,1931.7,-8.17,-3.4
27.3,1856.4,-7.77,-4.1
27.4,1856.1,-7.45,-3.58
27.5,1855.7,-7.2,-3.71
27.6,1855.4,-6.95,-3.33
27.7,1855.1,-6.88,-3.86
27.8,1854.8,-6.6,-4.06
27.9,1854.4,-6.51,-4.07
28,1854.1,-6.35,-3.58
28.1,1853.8,-6.07,-3.65
28.2,1853.4,-6.5,-4.22
28.3,1853.1,-6.8,-3.52
28.4,1852.8,-7.17,-3.94
28.5,1852.5,-7.4,-4.27
28.6,1852.1,-7.9,-3.83
28.7,1851.8,-8.31,-3.81
28.8,1851.5,-8.35,-3.73
28.9,1851.2,-8.35,-3.83
29,1850.9,-8.27,-3.24
29.1,1850.6,-8.45,-3.69
29.2,1850.3,-8.38,-3.74
29.3,1850,-8.4,-3.78
29.4,1849.7,-8.54,-3.7
29.5,1849.4,-8.39,-3.52
29.6,1849.1,-8.35,-3.86
29.7,1848.8,-8.42,-3.98
29.8,1848.5,-8.39,-3.82
29.9,1848.2,-8.52,-3.96
30,1847.9,-8.48,-3.88
30.1,1847.6,-8.17,-3.94
30.2,1847.3,-8.03,-3.78
30.3,1847,-8.02,-4.1
30.4,1846.7,-8.12,-3.96
30.5,1846.4,-7.97,-3.86
30.6,1846.1,-7.97,-3.88
30.7,1845.8,-7.9,-3.42
30.8,1845.5,-7.76,-3.47
30.9,1845.2,-7.97,-3.64
31,1844.9,-7.81,-3.62
31.1,1844.6,-7.93,-3.55
31.2,1844.4,-8.21,-3.66
31.3,1844.1,-8.22,-3.7
31.4,1843.8,-8.24,-3.74
31.5,1843.5,-8.25,-3.56
31.6,1843.2,-8.33,-3.61
31.7,1843,-8.25,-3.62
31.8,1842.7,-8.5,-3.84
31.9,1842.4,-8.43,-3.79
32,1842.1,-8.44,-3.88
32.1,1841.8,-8.21,-3.69
32.2,1841.6,-8.2,-3.77
32.3,1841.3,-7.94,-3.67
32.4,1841,-8.07,-3.75
32.5,1840.7,-8.12,-3.84
32.6,1840.5,-7.93,-3.73
32.7,1840.2,-8.15,-3.69
32.8,1839.9,-8.27,-3.81
32.9,1839.7,-8.4,-3.91
33,1839.4,-8.22,-3.78
33.1,1839.1,-8.09,-3.84
33.2,1838.9,-8.13,-3.89
33.3,1838.6,-8.37,-3.84
33.4,1838.3,-8.27,-3.77
33.5,1838,-8.21,-3.73
33.6,1837.7,-8.3,-3.7
33.7,1837.5,-8.12,-3.58
33.8,1837.2,-8.06,-3.6
33.9,1836.9,-7.95,-3.57
34,1836.6,-7.87,-3.65
47.7,1793.7,-7.27,-3.09
47.8,1793.2,-7.14,-3.19
47.9,1792.8,-7.21,-3.09
48,1792.4,-7.29,-3.17
48.1,1791.9,-7.16,-3.15
48.2,1791.5,-7.1,-3.13
48.3,1791,-7.05,-3.23
48.4,1790.6,-7.22,-3.14
48.5,1790.1,-7.47,-3.07
48.6,1789.7,-7.36,-3.17
48.7,1789.2,-7.46,-3.11
48.8,1788.7,-7.34,-3.1
48.9,1788.2,-7.31,-3.41
49,1787.7,-7.31,-3.18
49.1,1787.2,-7.36,-3.28
49.2,1786.7,-7.43,-3.17
49.3,1786.2,-7.38,-3.2
49.4,1785.7,-7.56,-3.58
49.5,1785.2,-7.6,-3.26
49.6,1784.7,-7.6,-3.44
49.7,1784.2,-7.73,-3.77
49.8,1783.7,-7.87,-3.37
49.9,1783.2,-7.78,-3.1
50,1782.7,-7.75,-3.23
50.1,1782.2,-7.66,-3.27
50.2,1781.7,-7.67,-3.47
50.3,1781.2,-7.76,-3.5
50.4,1780.6,-7.63,-3.36
50.5,1780.1,-7.61,-3.42
50.6,1779.6,-7.3,-3.22
50.7,1779.1,-7.22,-3.15
50.8,1778.6,-7.26,-3.35
50.9,1778,-6.77,-3.04
51,1777.5,-6.75,-3.11
51.1,1777,-6.82,-3.33
51.2,1776.4,-6.72,-3.86
51.3,1775.9,-6.47,-3.5
51.4,1775.3,-6.11,-3.21
51.5,1774.8,-6.34,-3.78
51.6,1774.2,-6.39,-3.65
51.7,1773.7,-6.15,-3.29
51.8,1773.1,-5.97,-3.1
51.9,1772.6,-6.53,-3.98
52,1772,-5.87,-3.25
52.1,1771.4,-5.32,-3.01
52.2,1770.7,-5.41,-3.27
52.3,1770,-5.45,-3.64
52.4,1769.3,-5.96,-3.4
52.5,1768.6,-6.23,-3.71
52.6,1767.9,-6.48,-3.49
52.7,1767.1,-6.8,-3.85
52.8,1766.3,-7.35,-3.61
52.9,1765.5,-6.98,-3.98
53,1764.6,-7.06,-4.02
53.1,1763.7,-7.03,-3.64
53.2,1762.8,-7.32,-3.21
53.3,1761.9,-6.98,-3.62
53.4,1761,-7.62,-3.44
53.5,1760,-7.01,-3.6
53.6,1759,-7.19,-3.46
53.7,1758,-7.18,-3.67
53.8,1757,-7.17,-3.44
53.9,1756,-7.13,-3.16
54,1754.9,-7.15,-3.56
54.1,1753.9,,
54.2,1752.9,-7.63,-3.47
54.3,1751.7,-7.3,-3.34
54.4,1750.6,-7.29,-3.42
68.1,1654.6,-7.11,-3.61
68.2,1654.3,-7.62,-3.4
68.3,1653.9,-7.54,-3.76
68.4,1653.6,-7.65,-3.98
68.5,1653.3,-7.78,-3.7
68.6,1653,-7.76,-3.87
68.7,1652.8,-7.92,-3.88
68.8,1652.5,-7.7,-3.65
68.9,1652.1,-7.85,-3.79
69,1651.7,-7.68,-3.67
69.1,1651.4,-7.79,-3.98
69.2,1651.2,-7.7,-3.69
69.3,1651,-7.81,-3.75
69.4,1650.8,-7.93,-3.79
69.5,1650.6,-7.91,-3.63
69.6,1650.4,-7.99,-3.84
69.7,1650.2,-8.03,-4.17
69.8,1650,-7.8,-4.06
69.9,1649.8,,
70,1649.5,,
70.1,1649.3,-7.99,-3.81
70.2,1649.1,-7.71,-3.48
70.3,1648.9,-7.61,-3.39
70.4,1648.7,-7.77,-3.66
70.5,1648.4,-7.44,-3.57
70.6,1648.1,-7.59,-3.64
70.7,1647.9,-8.03,-4.18
70.8,1647.7,-7.71,-3.9
70.9,1647.4,-7.67,-3.75
71,1647.2,-7.25,-3.36
71.1,1646.9,-7.16,-3.27
71.2,1646.6,-7.3,-3.59
71.3,1646.3,-6.81,-3.55
71.4,1646,-6.76,-3.52
71.5,1645.8,,
71.6,1645.5,-6.37,-3.26
71.7,1645.2,-6.68,-3.38
71.8,1645,-6.94,-3.38
71.9,1644.7,-7.66,-3.58
72,1644.4,-7.34,-3.19
72.1,1644,-7.38,-3.27
72.2,1643.7,-7.44,-3.16
72.3,1643.4,-7.73,-3.46
72.4,1643.1,-8.11,-4.43
72.5,1642.6,-7.56,-3.49
72.6,1642.3,-8.11,-4.2
72.7,1641.9,-7.71,-3.74
72.8,1641.5,-7.8,-3.95
72.9,1641,-7.05,-3.22
73,1640.5,-7.26,-3.5
73.1,1640,-7.1,-3.58
73.2,1639.5,-6.84,-3.39
73.3,1639.1,-6.51,-3.25
73.4,1638.6,,
73.5,1638.1,,
73.6,1637.5,,
73.7,1636.9,-6.4,-3.03
73.8,1636.3,-6.88,-3.31
73.9,1635.7,-6.92,-3.33
74,1635,-6.95,-3.24
74.1,1634.3,-7,-3.08
74.2,1633.6,-7.16,-3.57
74.3,1632.9,-6.81,-3.3
74.4,1632.3,-6.95,-3.2
74.5,1631.5,-7.69,-3.61
74.6,1630.9,-7.52,-3.57
74.7,1630.1,-7.67,-3.52
74.8,1629.3,-7.83,-3.92
88.5,1589.6,-7.92,-3.5
88.6,1589.5,-7.87,-3.47
88.7,1589.3,-7.96,-3.6
88.8,1589.2,-8.11,-3.65
88.9,1589,-7.92,-3.48
89,1588.8,-8,-3.42
89.1,1588.6,-8.08,-3.37
89.2,1588.4,-8.16,-3.35
89.3,1588.2,-8.37,-3.48
89.4,1587.9,-8.05,-3.17
89.5,1587.7,-8.07,-3.12
89.6,1587.5,-8.17,-3.06
89.7,1587.2,-7.96,-3.16
89.8,1587,-8.15,-3.24
89.9,1586.7,-8.31,-3.35
90,1586.5,-8.14,-3.28
90.1,1586.2,-8.13,-3.23
90.2,1585.9,-8.29,-3.39
90.3,1585.7,-8.49,-3.64
90.4,1585.4,-8.16,-3.37
90.5,1585.1,-8.19,-3.45
90.6,1584.8,-8.23,-3.4
90.7,1584.4,-8.41,-3.58
90.8,1584.1,-8.34,-3.5
90.9,1583.7,-8.39,-3.65
91,1583.4,-8.17,-3.5
91.1,1583,-8.47,-3.72
91.2,1582.7,-8.09,-3.46
91.3,1582.3,-8.04,-3.45
91.4,1581.9,-7.89,-3.41
91.5,1581.5,-7.9,-3.47
91.6,1581.1,-7.76,-3.45
91.7,1580.7,-7.64,-3.37
91.8,1580.3,-7.63,-3.38
91.9,1579.7,-7.67,-3.44
92,1578.9,-7.42,-3.36
92.1,1578.3,-7.42,-3.41
92.2,1577.9,-7.41,-3.47
92.3,1577.3,-7.39,-3.42
92.4,1576.4,-7.29,-3.45
92.5,1575.6,-7.27,-3.43
92.6,1574.7,-7.25,-3.43
92.7,1573.8,-7.24,-3.32
92.8,1572.7,-7.48,-3.43
92.9,1571.3,-7.31,-3.49
93,1570.3,-7.25,-3.45
93.1,1569.1,-7.27,-3.4
93.2,1568.1,-7.39,-3.37
93.3,1566.9,-7.35,-3.29
93.4,1565.5,-7,-3.16
93.5,1563.8,-6.9,-3.16
93.6,1562.4,-6.84,-3.23
93.7,1560.8,-6.68,-3.2
93.8,1559.4,-6.68,-3.31
93.9,1557.7,-6.76,-3.27
94,1556.1,-7.1,-3.43
94.1,1554.3,-7.17,-3.4
94.2,1551.9,-7.38,-3.33
94.3,1549.8,-7.36,-3.28
94.4,1546.1,-7.21,-3.22
94.5,1543.5,-7.13,-3.27
94.6,1542.4,-7.15,-3.3
94.7,1541.3,-7.16,-3.3
94.8,1540.2,-7.4,-3.55
94.9,1539.1,-7.41,-3.43
95,1538,-7.54,-3.48
95.1,1537.1,-7.55,-3.44
95.2,1536.1,-7.55,-3.45
108.9,1477.9,-7.27,-3.94
109,1477.4,-7.09,-3.67
109.1,1477,-7.15,-3.65
109.2,1476.6,-6.97,-3.56
109.3,1476.2,-7.07,-3.59
109.4,1475.8,-7.15,-3.51
109.5,1475.4,-7.14,-3.45
109.6,1474.9,-7.29,-3.65
109.7,1474.5,-7.4,-3.69
109.8,1474,-7.31,-3.56
109.9,1473.5,-7.29,-3.55
110,1473,-6.52,-3.37
110.1,1472.6,-5.73,-3.49
110.2,1472.1,-5.7,-3.6
110.3,1471.6,-5.96,-3.52
110.4,1471.1,-6.5,-3.6
110.5,1470.6,-6.81,-3.79
110.6,1470,-6.95,-3.71
110.7,1469.4,-7.11,-3.75
110.8,1468.8,-7.45,-3.83
110.9,1468.3,-7.67,-3.98
111,1467.7,-7.68,-3.81
111.1,1467.1,-7.79,-3.93
111.2,1466.5,-7.8,-3.8
111.3,1465.9,-7.74,-3.8
111.4,1465.3,-7.79,-3.82
111.5,1464.7,-7.94,-4.01
111.6,1464.1,-7.91,-3.96
111.7,1463.6,-8.01,-4.05
111.8,1463,-7.97,-3.74
111.9,1462.4,-7.88,-4
112,1461.8,-7.88,-3.9
112.1,1461.2,-7.9,-4.43
112.2,1460.6,-7.66,-4.09
112.3,1460,-7.66,-4.1
112.4,1459.3,-7.52,-3.93
112.5,1458.7,,
112.6,1458.1,-7.73,-4
112.7,1457.5,,
112.8,1456.9,-7.6,-3.9
112.9,1456.3,-7.58,-4.02
113,1455.8,-7.61,-4.03
113.1,1455.2,-7.56,-3.95
113.2,1454.7,-7.38,-3.9
113.3,1454.1,-7.41,-3.86
113.4,1453.4,-7.41,-3.94
113.5,1452.8,-7.44,-3.94
113.6,1452.2,-7.52,-4.04
113.7,1451.4,-7.45,-3.79
113.8,1450.8,-7.38,-3.68
113.9,1450.1,-7.57,-3.93
114,1449.4,-7.56,-4.08
114.1,1448.8,-8.18,-4.41
114.2,1448.4,-7.81,-3.86
114.3,1447.7,-7.57,-3.61
114.4,1447,-7.72,-3.79
114.5,1446.2,-7.53,-3.6
114.6,1445.6,-7.69,-3.9
114.7,1445.1,-7.39,-3.59
114.8,1444.6,-7.36,-3.55
114.9,1443.9,-7.47,-3.56
115,1443.3,-7.63,-3.72
115.1,1442.7,-7.6,-3.67
115.2,1442.1,-7.45,-3.62
115.3,1441.5,-7.72,-3.84
115.4,1440.9,-7.77,-3.93
115.5,1440.3,-7.85,-3.93
115.6,1439.7,-7.65,-3.74
129.3,1367,-8.09,-3.63
129.4,1366.7,-8.05,-3.57
129.5,1366.3,-8.16,-3.57
129.6,1365.9,-8.24,-3.53
129.7,1365.6,-8.15,-3.43
129.8,1365.2,-8.39,-3.34
129.9,1364.9,-8.59,-3.4
130,1364.5,-8.83,-3.58
130.1,1364,-9.28,-3.72
130.2,1363.7,-9.26,-3.53
130.3,1363.3,-9.08,-3.52
130.4,1363,-9.07,-3.58
130.5,1362.6,-9.29,-3.87
130.6,1362.2,-9.19,-3.57
130.7,1361.8,-9.07,-3.59
130.8,1361.3,-8.86,-3.48
130.9,1360.9,-8.77,-3.52
131,1360.5,-8.84,-3.59
131.1,1360,-8.93,-3.59
131.2,1359.5,-9.23,-3.71
131.3,1358.9,-9.47,-3.81
131.4,1358.4,-9.16,-3.68
131.5,1358,-9.03,-3.63
131.6,1357.5,-9.08,-3.67
131.7,1357.1,-9.13,-3.65
131.8,1356.7,-9.1,-3.68
131.9,1356.3,-9.1,-3.62
132,1355.8,-8.9,-3.64
132.1,1355.4,-8.89,-3.59
132.2,1354.9,-8.7,-3.46
132.3,1354.5,-8.87,-3.58
132.4,1354,-8.77,-3.55
132.5,1353.6,-8.81,-3.67
132.6,1353.2,-8.65,-3.44
132.7,1352.7,-8.58,-3.47
132.8,1352.2,-8.5,-3.35
132.9,1351.7,-8.53,-3.38
133,1351.3,-8.57,-3.46
133.1,1350.9,-8.38,-3.32
133.2,1350.4,-8.54,-3.49
133.3,1350,-8.85,-3.6
133.4,1349.6,-8.75,-3.58
133.5,1349.2,-8.79,-3.79
133.6,1348.7,-8.72,-3.65
133.7,1348.3,-8.58,-3.61
133.8,1347.9,-8.63,-3.68
133.9,1347.4,-8.56,-3.65
134,1346.9,-8.57,-3.72
134.1,1346.4,-8.4,-3.84
134.2,1345.8,-8.41,-3.98
134.3,1345.3,-8.22,-3.71
134.4,1344.7,-8.29,-3.8
134.5,1344.3,-8.19,-3.73
134.6,1343.8,-8.08,-3.88
134.7,1343.3,-8.08,-3.63
134.8,1342.9,-7.95,-3.83
134.9,1342.4,-8.07,-3.75
135,1342,-7.93,-3.74
135.1,1341.5,-7.83,-3.65
135.2,1341,-7.81,-3.66
135.3,1340.5,-7.74,-3.71
135.4,1340,-7.86,-3.72
135.5,1339.4,-7.94,-3.78
135.6,1338.8,-7.75,-3.8
135.7,1338.4,-7.96,-3.75
135.8,1337.8,-7.93,-3.75
135.9,1337.3,-7.94,-3.79
136,1336.8,-7.84,-3.78
149.7,1233.8,-9.34,-4.11
149.8,1232.7,-9.46,-4.2
149.9,1231.6,-9.48,-4.31
150,1230.5,-9.31,-4.26
150.1,1229.5,-8.99,-4.05
150.2,1228.5,-8.51,-3.9
150.3,1227.4,-8.54,-3.94
150.4,1226.3,-8.41,-3.76
150.5,1225.2,-7.92,-3.58
150.6,1224.2,-8.11,-3.67
150.7,1223.1,-8.54,-3.69
150.8,1222.1,-9.02,-3.91
150.9,1221,-9.32,-4.2
151,1220,-9.47,-4.42
151.1,1219.1,-9.53,-4.56
151.2,1218.1,-9.77,-4.68
151.3,1217.2,-9.63,-4.57
151.4,1216.2,-9.46,-4.77
151.5,1215.1,-9.13,-4.63
151.6,1214.1,-9.42,-4.57
151.7,1213.1,-9.48,-4.58
151.8,1212.2,-9.43,-4.66
151.9,1211.1,-9.12,-4.79
152,1210,-8.99,-4.78
152.1,1208.9,-9.09,-4.69
152.2,1207.7,-9.32,-4.52
152.3,1206.6,-9.44,-4.35
152.4,1205.6,-9.76,-4.25
152.5,1204.8,-9.7,-4.28
152.6,1203.9,-9.52,-4.28
152.7,1203.1,-9.39,-4.41
152.8,1202.2,-9.04,-4.36
152.9,1201.2,-9.02,-4.22
153,1200.3,-9.01,-4.17
153.1,1199.3,-9.05,-4.23
153.2,1198.4,-9.18,-4.36
153.3,1197.4,-9.01,-4.12
153.4,1196.5,-8.76,-3.95
153.5,1195.6,-8.35,-3.98
153.6,1194.7,-8.08,-4.02
153.7,1193.8,-7.98,-4.09
153.8,1192.9,-8.1,-4.07
153.9,1192.1,-8.27,-3.97
154,1191.2,-8.15,-3.9
154.1,1190.4,-8.19,-3.97
154.2,1189.6,-8.01,-3.88
154.3,1188.9,-7.97,-3.8
154.4,1188,,
154.5,1187.3,-8.27,-3.77
154.6,1186.5,-8.37,-3.66
154.7,1185.8,-8.32,-3.6
154.8,1185,-8.22,-3.52
154.9,1184.3,-8.18,-3.44
155,1183.5,-8.41,-3.64
155.1,1182.8,-8.04,-3.63
155.2,1182.1,-8.3,-3.72
155.3,1181.4,-8.14,-3.62
155.4,1180.8,-7.99,-3.54
155.5,1180.1,-7.98,-3.52
155.6,1179.6,-7.86,-3.71
155.7,1179,-8.04,-3.88
155.8,1178.5,-8.39,-3.92
155.9,1178,-8.11,-3.96
156,1177.6,-8.2,-3.96
156.1,1177.2,-7.9,-3.72
156.2,1176.9,-8.15,-3.92
156.3,1176.5,-7.6,-3.75
156.4,1176.2,-7.61,-3.82
170.1,1131.6,-8.13,-4.49
170.2,1130.7,-7.9,-4.33
170.3,1130.1,-7.73,-3.9
170.4,1129.4,-7.76,-4.09
170.5,1128.6,-7.86,-4.07
170.6,1127.9,-7.79,-3.94
170.7,1127.1,-8.13,-4.36
170.8,1126.3,-7.89,-4.19
170.9,1125.4,-7.96,-4.25
171,1124.5,-8.04,-4.42
171.1,1123.5,-8.14,-4.44
171.2,1122.6,-8.26,-4.61
171.3,1121.6,-8.26,-4.61
171.4,1120.8,-7.72,-3.91
171.5,1120,-7.56,-4.01
171.6,1119.1,-7.88,-4.33
171.7,1118.2,-7.75,-4.31
171.8,1117.2,-7.68,-3.91
171.9,1116.2,-7.8,-4.14
172,1115.3,-7.94,-4.43
172.1,1114.3,-7.79,-4.23
172.2,1113.4,-7.66,-3.95
172.3,1112.5,-8.05,-4.4
172.4,1111.6,-7.73,-3.97
172.5,1110.6,-8,-3.86
172.6,1109.6,-8.11,-3.9
172.7,1108.8,-8.26,-3.82
172.8,1108.1,-8.44,-4.04
172.9,1107.2,-8.37,-3.85
173,1106.2,-8.32,-3.77
173.1,1105.1,-8.53,-3.73
173.2,1104.1,-8.29,-3.6
173.3,1103,-8.11,-3.55
173.4,1102.1,-8.13,-3.44
173.5,1101.1,-8.01,-3.6
173.6,1100.2,-7.97,-3.45
173.7,1099.4,-7.92,-3.54
173.8,1098.6,-7.88,-3.71
173.9,1097.7,-7.99,-3.55
174,1096.6,-8.14,-3.54
174.1,1095.6,-8.17,-3.55
174.2,1094.6,-7.84,-3.47
174.3,1093.5,-7.94,-3.38
174.4,1092.5,-7.94,-3.37
174.5,1091.6,-7.94,-3.43
174.6,1090.6,-6.84,-3.11
174.7,1089.6,-6.88,-3.28
174.8,1088.6,-6.69,-3.33
174.9,1087.7,-6.14,-3.21
175,1086.7,-5.25,-3.31
175.1,1085.8,-4.97,-3.07
175.2,1084.9,-5,-3.19
175.3,1083.9,-5.04,-3.03
175.4,1083,-4.64,-2.93
175.5,1082.2,-4.73,-3.04
175.6,1081.3,-4.83,-3.14
175.7,1080.4,-4.71,-3.17
175.8,1079.6,-4.87,-3.29
175.9,1078.7,-4.66,-3.14
176,1077.9,-4.56,-3.2
176.1,1077.1,-4.39,-2.99
176.2,1076.2,-4.34,-2.95
176.3,1075.4,-4.22,-3.08
176.4,1074.6,-4.28,-2.94
176.5,1073.8,-4.2,-2.89
176.6,1073,-4.25,-2.86
176.7,1072.2,-4.51,-2.96
176.8,1071.4,-4.75,-3.07
190.5,981.5,-8.17,-3.97
190.6,981,-8.38,-4.15
190.7,980.5,-8.33,-3.8
190.8,980,-8.29,-3.84
190.9,979.5,-8.35,-4.01
191,979,-8.21,-3.91
191.1,978.5,-8.07,-3.86
191.2,978,-8.16,-4.12
191.3,977.5,-8.06,-4.05
191.4,977.1,-8.14,-4.35
191.5,976.6,-8.15,-4.09
191.6,976.2,-8.21,-4
191.7,975.9,-8.32,-4.08
191.8,975.7,-8.29,-3.87
191.9,975.4,-8.19,-3.78
192,974.9,-8.22,-3.88
192.1,974.6,-8.29,-3.73
192.2,974.3,-8.35,-3.71
192.3,973.9,-8.37,-3.74
192.4,973.4,-8.34,-3.51
192.5,973,-8.33,-3.71
192.6,972.6,-8.43,-3.62
192.7,972.1,-8.42,-3.67
192.8,971.7,-8.47,-3.76
192.9,971.1,-8.55,-3.76
193,970.6,-8.49,-3.79
193.1,970.1,-8.55,-3.8
193.2,969.6,-8.5,-3.78
193.3,969,-8.5,-3.9
193.4,968.5,-8.58,-3.89
193.5,968,-8.59,-3.97
193.6,967.4,-8.59,-4
193.7,966.9,-8.6,-3.93
193.8,966.6,-8.54,-4.01
193.9,966.2,-8.56,-3.88
194,965.8,-8.68,-3.71
194.1,965.3,-8.51,-3.6
194.2,964.8,-8.59,-3.91
194.3,964.3,-8.72,-3.82
194.4,963.8,-8.51,-3.52
194.5,963.3,-8.56,-3.9
194.6,962.8,-8.59,-3.98
194.7,962.3,-8.46,-3.91
194.8,961.9,-8.58,-3.95
194.9,961.4,-8.59,-4.01
195,960.9,-8.68,-4.08
195.1,960.4,-8.66,-3.89
195.2,959.9,-8.51,-3.82
195.3,959.4,-8.73,-3.93
195.4,958.9,-8.65,-3.79
195.5,958.5,-8.49,-3.8
195.6,958,-8.66,-3.65
195.7,957.6,-8.62,-3.43
195.8,957.1,-8.46,-3.57
195.9,956.7,-8.61,-3.57
196,956.2,-8.62,-3.97
196.1,955.8,-8.46,-3.3
196.2,955.4,-8.25,-3.24
196.3,955,-8.22,-3.4
196.4,954.5,-8.31,-3.34
196.5,954.1,-8.19,-3.43
196.6,953.6,-8.26,-3.5
196.7,953.2,-8.14,-3.43
