depth,date,d13C,d18O
411.3,-25.1,-8.71,-3.88
411.4,-25.4,-8.83,-3.89
411.5,-25.8,-8.95,-3.85
411.6,-26.2,-9.12,-3.73
411.7,-26.5,-9.26,-3.77
411.8,-26.7,-9.24,-3.61
411.9,-27.1,-9.35,-3.77
412,-27.4,-9.2,-3.52
412.1,-27.7,-9.25,-3.6
412.2,-28.1,-9.25,-3.82
412.3,-28.5,-9.13,-3.73
412.4,-29,-9.18,-3.68
13.7,1931.1,-8.26,-3.54
13.8,1930.5,-8.28,-3.3
13.9,1929.9,-8.4,-3.31
14,1929.3,-8.42,-3.18
14.1,1928.7,-8.46,-3.25
14.2,1928.1,-8.52,-3.14
14.3,1927.5,-8.45,-3.2
14.4,1926.9,-8.49,-3.37
14.5,1926.3,-8.95,-4.03
14.6,1925.6,-7.72,-3.04
14.7,1925,-7.76,-3.12
14.8,1924.3,-7.85,-3.17
14.9,1923.7,-7.71,-3.32
15,1923,-7.33,-3.15
15.1,1922.4,-7.15,-3.17
15.2,1921.7,-7.36,-3.36
15.3,1921,-7.54,-3.31
15.4,1920.4,-7.74,-3.39
15.5,1919.7,-7.73,-3.39
15.6,1919.1,-7.8,-3.39
15.7,1918.4,-8.32,-3.37
15.8,1917.8,-8.11,-3.17
15.9,1917.1,-8.25,-3.3
16,1916.4,-8.17,-3.16
16.1,1915.7,-8.22,-3.19
16.2,1915,-8.32,-3.23
16.3,1914.2,-8.42,-3.39
16.4,1913.5,-8.34,-3.31
16.5,1912.8,-8.31,-3.42
16.6,1912.1,-8.27,-3.37
16.7,1911.4,-8.05,-3.1
16.8,1910.8,-8.03,-3.14
16.9,1910.1,-8.09,-3.1
17,1909.4,-8,-3.23
17.1,1908.7,-7.94,-3.31
17.2,1908,-8.05,-3.68
17.3,1907.2,-7.97,-3.61
17.4,1906.5,-7.96,-3.39
17.5,1905.8,-8.09,-3.34
17.6,1905.1,-8.01,-3.34
17.7,1904.4,-8.09,-3.22
17.8,1903.7,-7.95,-3.35
17.9,1903,-7.99,-3.66
18,1902.3,-8,-3.54
18.1,1901.7,-7.73,-3.4
18.2,1901,-7.7,-3.41
18.3,1900.3,-7.91,-3.66
18.4,1899.6,-7.81,-3.36
18.5,1898.9,-7.84,-3.61
18.6,1898.2,-7.45,-3.28
18.7,1897.5,-7.59,-3.55
18.8,1896.9,-7.4,-3.62
18.9,1896.2,-7.53,-3.43
19,1895.5,-7.72,-3.44
19.1,1894.9,-7.38,-3.27
19.2,1894.2,-7.78,-3.41
19.3,1893.5,-7.82,-3.32
19.4,1892.9,-8.12,-3.45
19.5,1892.2,-8.08,-3.31
19.6,1891.6,-8.12,-3.43
19.7,1891,-8.07,-3.47
19.8,1890.3,-8.1,-3.58
19.9,1889.6,-7.94,-3.39
20,1889,-8.22,-3.67
20.1,1888.3,-8.02,-3.41
20.2,1887.7,-8.22,-3.46
20.3,1887,-8.14,-3.44
20.4,1886.4,-8.19,-3.48
34.1,1836.4,-7.96,-3.68
34.2,1836.1,-7.68,-3.53
34.3,1835.8,-7.88,-3.75
34.4,1835.6,-7.6,-3.63
34.5,1835.3,-7.76,-3.66
34.6,1835,-7.96,-4.26
34.7,1834.8,-8.17,-4.09
34.8,1834.5,-8.28,-4.11
34.9,1834.2,-8.29,-4.04
35,1834,-8.46,-4.12
35.1,1833.7,-8.35,-4.04
35.2,1833.4,-8.58,-4.29
35.3,1833.2,-8.68,-4.09
35.4,1832.9,-8.76,-4.1
35.5,1832.7,-8.74,-4.19
35.6,1832.4,-8.77,-3.99
35.7,1832.1,-8.79,-4.08
35.8,1831.9,-8.78,-4.08
35.9,1831.6,-8.83,-4.05
36,1831.4,-8.93,-4.12
36.1,1831.1,-8.71,-4.01
36.2,1830.8,-8.82,-4.08
36.3,1830.6,-8.82,-4.05
36.4,1830.3,-8.59,-3.95
36.5,1830.1,-8.5,-4.01
36.6,1829.8,-8.63,-4.03
36.7,1829.6,-8.62,-4.02
36.8,1829.4,-8.37,-4.01
36.9,1829.1,-8.31,-4.08
37,1828.8,-8.18,-3.96
37.1,1828.6,-8.22,-4.13
37.2,1828.3,-8.02,-3.98
37.3,1828,-8.14,-4.14
37.4,1827.7,-8.14,-3.99
37.5,1827.4,-8.3,-4.48
37.6,1827.2,,
37.7,1826.9,,
37.8,1826.6,,
37.9,1826.3,-8.46,-4.04
38,1826,-8.4,-4.06
38.1,1825.8,-8.37,-4.25
38.2,1825.5,-8.4,-4.09
38.3,1825.2,-8.43,-4.18
38.4,1824.9,-7.96,-3.79
38.5,1824.7,-8.5,-4.25
38.6,1824.4,-8.4,-4.2
38.7,1824.1,-8.29,-4.29
38.8,1823.8,-8.45,-4.42
38.9,1823.5,-8.45,-4.22
39,1823.2,-8.43,-4.22
39.1,1822.9,-8.52,-4.19
39.2,1822.7,-8.45,-4.28
39.3,1822.4,-8.33,-4.28
39.4,1822.1,-8.12,-4.23
39.5,1821.8,-8,-4.13
39.6,1821.5,-8.13,-4.48
39.7,1821.3,-8.27,-4.45
39.8,1821,-8.13,-4.33
39.9,1820.7,-8.17,-4.39
40,1820.4,-8.23,-4.15
40.1,1820.1,-7.68,-3.65
40.2,1819.9,-7.7,-3.86
40.3,1819.6,-7.32,-3.79
40.4,1819.3,-7.55,-3.69
40.5,1819,-7.54,-4.22
40.6,1818.7,-6.95,-3.33
40.7,1818.4,-7.77,-3.32
40.8,1818.1,-7.8,-3.22
54.5,1749.6,-7.41,-3.66
54.6,1748.5,-7.65,-3.59
54.7,1747.4,-7.8,-3.35
54.8,1746.2,,
54.9,1745,-7.79,-3.98
55,1743.8,-7.75,-4.3
55.1,1742.6,-7.42,-3.63
55.2,1741.4,-7.52,-3.7
55.3,1740.2,-7.37,-3.69
55.4,1738.9,-7.46,-3.7
55.5,1737.7,-7.15,-3.99
55.6,1736.4,-7.51,-3.71
55.7,1735.1,-7.46,-3.45
55.8,1733.8,-7.45,-3.51
55.9,1732.6,-7.44,-3.62
56,1731.4,,
56.1,1730.3,-7.58,-3.6
56.2,1729.1,-7.44,-3.5
56.3,1727.9,-7.38,-3.73
56.4,1726.7,-7.33,-3.76
56.5,1725.5,-7.38,-3.66
56.6,1724.3,-7.53,-3.49
56.7,1723.1,-7.53,-3.65
56.8,1721.9,-7.71,-3.54
56.9,1720.7,-7.69,-3.42
57,1719.4,-7.69,-3.49
57.1,1718.1,-7.82,-3.67
57.2,1716.8,-7.93,-3.7
57.3,1715.6,-7.99,-3.88
57.4,1714.4,-7.98,-3.68
57.5,1713.3,-7.54,-3.68
57.6,1712.1,-7.69,-3.71
57.7,1710.9,-7.75,-3.76
57.8,1709.7,-7.94,-3.52
57.9,1708.5,,
58,1707.4,-7.85,-3.24
58.1,1706.3,-7.93,-3.55
58.2,1705.1,,
58.3,1704,,
58.4,1702.9,,
58.5,1701.8,,
58.6,1700.7,,
58.7,1699.6,,
58.8,1698.6,,
58.9,1697.6,,
59,1696.5,-8.06,-4.25
59.1,1695.4,-8.16,-4.5
59.2,1694.4,-8.16,-4.71
59.3,1693.4,,
59.4,1692.4,-7.99,-4.3
59.5,1691.4,-8.02,-3.98
59.6,1690.4,-7.65,-3.75
59.7,1689.4,-7.82,-4.09
59.8,1688.5,-7.81,-4.06
59.9,1687.7,,
60,1686.8,-7.6,-4.1
60.1,1686,-7.34,-3.45
60.2,1685.2,,
60.3,1684.5,,
60.4,1683.7,,
60.5,1683,,
60.6,1682.3,-7.71,-4.5
60.7,1681.7,-7.47,-3.75
60.8,1681,-7.52,-3.5
60.9,1680.4,-7.56,-3.21
61,1679.8,-7.96,-4.22
61.1,1679.3,-7.76,-3.78
61.2,1678.7,-7.61,-3.64
74.9,1628.4,-7.42,-3.69
75,1627.5,-7.14,-3.27
75.1,1626.6,-7.33,-3.47
75.2,1625.6,-7.39,-3.57
75.3,1624.6,-7.45,-3.58
75.4,1623.5,-7.52,-3.6
75.5,1622.4,-7.56,-3.88
75.6,1621.2,-7.65,-4.08
75.7,1620.1,-6.76,-2.97
75.8,1619,-6.97,-3.62
75.9,1618,-6.83,-3.49
76,1615.5,-6.94,-3.62
76.1,1613,-8.45,-4.19
76.2,1612.4,-8,-3.42
76.3,1611.9,-8.05,-3.67
76.4,1611.3,-7.87,-3.52
76.5,1610.7,-7.97,-3.36
76.6,1610.3,-7.97,-3.58
76.7,1609.8,-8.02,-3.39
76.8,1609.5,-8.1,-3.35
76.9,1609,-8.04,-3.44
77,1608.5,-8.1,-3.53
77.1,1608.1,-8.06,-3.6
77.2,1607.6,-8.03,-3.5
77.3,1607.1,-8.1,-3.75
77.4,1606.7,-8.05,-3.72
77.5,1606.4,-8.02,-3.7
77.6,1606,-7.97,-3.87
77.7,1605.6,-8.06,-4.01
77.8,1605.2,-8.12,-3.82
77.9,1604.8,-8.02,-3.7
78,1604.5,-8.1,-3.6
78.1,1604.1,-8.17,-3.57
78.2,1603.8,-8.13,-3.5
78.3,1603.4,-8.27,-4.13
78.4,1603.1,-8.13,-3.75
78.5,1602.8,-8.06,-3.51
78.6,1602.5,-8.03,-3.52
78.7,1602.3,-8.09,-3.63
78.8,1602,-8.05,-3.69
78.9,1601.7,-7.87,-3.77
79,1601.5,-8.08,-3.64
79.1,1601.2,-7.98,-3.63
79.2,1600.9,-7.99,-3.59
79.3,1600.6,-7.88,-3.52
79.4,1600.4,,
79.5,1600.2,-7.99,-3.96
79.6,1599.9,-7.88,-3.5
79.7,1599.7,-7.94,-3.51
79.8,1599.5,-8.06,-3.41
79.9,1599.2,-8.03,-3.39
80,1599,-8.08,-3.26
80.1,1598.7,-8.15,-3.69
80.2,1598.5,-8.08,-3.37
80.3,1598.3,-8.11,-3.35
80.4,1598.1,-8.17,-3.35
80.5,1597.9,-8.15,-3.55
80.6,1597.7,-8.16,-3.51
80.7,1597.6,-8.27,-3.64
80.8,1597.3,-8.18,-3.52
80.9,1597.2,-8.08,-3.61
81,1597,-8.04,-3.34
81.1,1596.8,-8.03,-3.55
81.2,1596.6,-7.94,-3.59
81.3,1596.4,-7.98,-3.76
81.4,1596.3,-7.97,-3.46
81.5,1596.2,-8.02,-3.6
81.6,1596,-8.09,-3.57
95.3,1535.1,-7.65,-3.32
95.4,1534.2,-7.69,-3.36
95.5,1533.2,-7.74,-3.36
95.6,1532.1,-7.66,-3.24
95.7,1531.2,-7.49,-3.59
95.8,1530.3,-7.67,-3.26
95.9,1529.4,-7.81,-3.49
96,1528.5,-7.41,-3.17
96.1,1527.8,-7.32,-3.59
96.2,1526.9,-7.3,-3.19
96.3,1526,-7.74,-3.47
96.4,1525.2,-7.59,-3.5
96.5,1524.4,-7.69,-3.37
96.6,1523.6,-8.02,-3.84
96.7,1522.8,-7.6,-3.54
96.8,1521.9,-7.69,-3.31
96.9,1521.1,-7.64,-3.28
97,1520.2,-7.73,-3.36
97.1,1519.4,-7.94,-3.48
97.2,1518.6,-8.03,-3.45
97.3,1517.8,-8.07,-3.48
97.4,1517,-8.31,-3.55
97.5,1516.3,-8.37,-3.62
97.6,1515.7,-8.24,-3.44
97.7,1515,-8.4,-3.62
97.8,1514.3,-8.35,-3.57
97.9,1513.7,-8.1,-3.32
98,1513,-8.22,-3.48
98.1,1512.5,-8.32,-3.57
98.2,1511.9,-8.21,-3.43
98.3,1511.3,-8.3,-3.56
98.4,1510.8,-8.37,-3.68
98.5,1510.3,-8.35,-3.65
98.6,1509.7,-8.41,-3.55
98.7,1509.2,-8.41,-3.6
98.8,1508.7,-8.36,-3.52
98.9,1508.3,-8.39,-3.7
99,1507.9,-8.39,-3.81
99.1,1507.4,-8.47,-3.91
99.2,1507,-8.35,-3.74
99.3,1506.5,-8.42,-3.74
99.4,1506,-8.39,-3.69
99.5,1505.5,-8.39,-3.74
99.6,1505.1,-8.3,-3.75
99.7,1504.6,-8.13,-3.72
99.8,1504.1,-8.14,-3.71
99.9,1503.7,-8.32,-3.93
100,1503.2,-8.05,-3.68
100.1,1502.8,-8.12,-3.55
100.2,1502.3,-8.21,-3.58
100.3,1501.9,-8.16,-3.47
100.4,1501.5,-8.27,-3.49
100.5,1501.1,-8.14,-3.38
100.6,1500.7,-8.16,-3.34
100.7,1500.3,-8.19,-3.4
100.8,1500,-8.24,-3.48
100.9,1499.7,-8.37,-3.5
101,1499.3,-8.38,-3.62
101.1,1499,-8.37,-3.63
101.2,1498.7,-8.29,-3.56
101.3,1498.4,-8.3,-3.74
101.4,1498,-8.42,-3.73
101.5,1497.7,-8.43,-3.67
101.6,1497.4,-8.44,-3.72
101.7,1497.1,-8.41,-3.7
101.8,1496.8,-8.35,-3.63
101.9,1496.5,-8.36,-3.66
102,1496.2,-8.44,-3.77
115.7,1439.2,-8,-3.96
115.8,1438.6,-7.69,-3.8
115.9,1438,-7.92,-3.92
116,1437.5,-7.95,-3.91
116.1,1437,-7.78,-3.6
116.2,1436.5,-8.02,-3.78
116.3,1435.9,-7.94,-3.59
116.4,1435.3,-7.77,-3.48
116.5,1434.8,-8.19,-3.72
116.6,1434.3,-8.11,-3.69
116.7,1433.7,-8.25,-3.76
116.8,1433.2,-7.94,-3.48
116.9,1432.7,-8.35,-3.99
117,1432.2,-7.88,-3.52
117.1,1431.8,-7.62,-3.4
117.2,1431.2,-7.88,-3.6
117.3,1430.7,-7.83,-3.65
117.4,1430.1,-8.05,-3.98
117.5,1429.6,-7.73,-3.57
117.6,1429.1,-8.06,-4.04
117.7,1428.6,-7.82,-3.8
117.8,1428.2,-8.33,-4.44
117.9,1427.8,-8.09,-3.97
118,1427.4,-7.8,-3.7
118.1,1427,-7.88,-3.71
118.2,1426.6,-7.88,-3.62
118.3,1426.2,-7.96,-3.57
118.4,1425.7,-8.03,-3.56
118.5,1425.3,-7.97,-3.54
118.6,1425,-7.92,-3.43
118.7,1424.6,-8.02,-3.5
118.8,1424.2,-7.96,-3.39
118.9,1423.8,-7.96,-3.35
119,1423.4,-8.08,-3.38
119.1,1423,-8.14,-3.45
119.2,1422.6,-8.07,-3.38
119.3,1422.2,-8.06,-3.35
119.4,1421.9,-8.12,-3.38
119.5,1421.7,-8.1,-3.33
119.6,1421.3,-8.11,-3.34
119.7,1421.1,-8.23,-3.38
119.8,1420.9,-8.13,-3.31
119.9,1420.8,-7.92,-3.29
120,1420.7,-8,-3.24
120.1,1420.4,-8.03,-3.27
120.2,1420.2,-8.13,-3.32
120.3,1419.9,-8.18,-3.33
120.4,1419.7,-8.29,-3.4
120.5,1419.4,-8.35,-3.54
120.6,1419.2,-8.32,-3.49
120.7,1419,-8.4,-3.57
120.8,1418.7,-8.32,-3.52
120.9,1418.3,-8.3,-3.47
121,1417.9,-8.36,-3.5
121.1,1417.6,-8.21,-3.45
121.2,1417.2,-8.21,-3.54
121.3,1416.6,-8.08,-3.56
121.4,1416.1,-8.09,-3.7
121.5,1415.2,-7.96,-3.57
121.6,1414.3,-7.84,-3.61
121.7,1413.2,-7.95,-3.7
121.8,1412.1,-7.85,-3.6
121.9,1411.5,-7.83,-3.6
122,1410.7,-7.87,-3.68
122.1,1409.3,-7.95,-3.67
122.2,1408.5,-8.1,-3.84
122.3,1407,-8.12,-3.78
122.4,1405.6,-8.2,-3.81
136.1,1336.3,-7.82,-3.79
136.2,1335.8,-7.72,-3.68
136.3,1335.3,-8.01,-3.71
136.4,1334.8,-7.84,-3.69
136.5,1334.3,-8,-3.83
136.6,1333.8,-7.81,-3.82
136.7,1333.3,-8.11,-3.82
136.8,1332.7,-7.85,-3.71
136.9,1332.2,-7.68,-3.71
137,1331.6,-7.6,-3.54
137.1,1331,-7.69,-3.58
137.2,1330.6,-7.49,-3.59
137.3,1330,-7.75,-3.6
137.4,1329.5,-7.77,-3.98
137.5,1329,-7.74,-3.68
137.6,1328.4,-7.89,-3.67
137.7,1327.9,-7.88,-3.51
137.8,1327.3,-7.9,-3.47
137.9,1326.8,-7.82,-3.44
138,1326.2,-7.88,-3.55
138.1,1325.6,-7.76,-3.45
138.2,1324.9,-7.68,-3.47
138.3,1324.4,-7.65,-3.65
138.4,1323.9,-7.62,-3.71
138.5,1323.4,-7.74,-3.71
138.6,1322.8,-7.66,-3.7
138.7,1322.2,-7.67,-3.58
138.8,1321.7,-7.64,-3.67
138.9,1321.1,-7.69,-4.03
139,1320.5,-7.81,-3.58
139.1,1320,-7.81,-3.73
139.2,1319.5,-7.83,-3.84
139.3,1318.9,-7.94,-3.82
139.4,1318.4,,
139.5,1317.8,-7.23,-4.35
139.6,1317.2,-8.32,-4.05
139.7,1316.6,-8.48,-4.08
139.8,1316.1,-8.31,-4.09
139.9,1315.4,-8.44,-4.15
140,1314.8,-8.67,-4.18
140.1,1314.2,-8.96,-4.23
140.2,1313.5,-9.14,-4.27
140.3,1312.9,-8.97,-4.28
140.4,1312.3,-8.84,-4.2
140.5,1311.6,-9.03,-4.27
140.6,1311,-9.48,-4.27
140.7,1310.4,-9.5,-4.33
140.8,1309.8,-9.25,-4.3
140.9,1309.2,-9.18,-4.29
141,1308.5,-9.28,-4.32
141.1,1307.9,-9.24,-4.29
141.2,1307.3,-9.22,-4.36
141.3,1306.7,-9.31,-4.36
141.4,1306.1,-9.24,-4.33
141.5,1305.5,-9.5,-4.31
141.6,1304.9,-9.63,-4.38
141.7,1304.3,-9.73,-4.41
141.8,1303.6,-9.85,-4.48
141.9,1303,-9.86,-4.47
142,1302.3,-9.83,-4.41
142.1,1301.7,-9.93,-4.43
142.2,1301.1,-9.86,-4.38
142.3,1300.4,-9.96,-4.47
142.4,1299.8,-9.96,-4.52
142.5,1299.1,-10.08,-4.57
142.6,1298.4,-10.04,-4.44
142.7,1297.7,-10.18,-4.46
142.8,1297.1,-10.02,-4.4
156.5,1175.8,-7.81,-4.04
156.6,1175.4,-7.92,-4.13
156.7,1175,-8.13,-4.18
156.8,1174.6,-7.92,-4.04
156.9,1174.2,-7.87,-3.95
157,1173.8,-7.99,-3.9
157.1,1173.4,-7.94,-3.88
157.2,1173,-8.17,-4.06
157.3,1172.6,-8.29,-4.11
157.4,1172.3,-8.6,-4.26
157.5,1171.9,-8.44,-4.24
157.6,1171.6,-8.5,-4.49
157.7,1171.3,-8.42,-4.7
157.8,1171,-8.73,-4.48
157.9,1170.7,-8.66,-4.22
158,1170.4,-8.79,-4.34
158.1,1170,-8.49,-4.12
158.2,1169.7,-8.34,-3.97
158.3,1169.3,-8.16,-3.79
158.4,1169,-7.94,-3.86
158.5,1168.7,-8.32,-4.07
158.6,1168.4,-8.15,-4.04
158.7,1168.1,-8.33,-4.06
158.8,1167.8,-8.15,-3.99
158.9,1167.6,-8.05,-3.85
159,1167.3,-7.83,-3.69
159.1,1167.1,-7.93,-3.6
159.2,1166.8,-7.95,-3.74
159.3,1166.6,-8.01,-3.65
159.4,1166.3,-8.31,-3.6
159.5,1166.1,-8.29,-3.54
159.6,1165.9,-8.23,-3.69
159.7,1165.7,-8.07,-3.81
159.8,1165.5,-8.07,-3.81
159.9,1165.3,-8.07,-3.7
160,1165.1,-8.47,-4.11
160.1,1164.9,-8.28,-4.04
160.2,1164.7,-8.48,-4.01
160.3,1164.5,-9.19,-4.38
160.4,1164.4,-9.14,-3.95
160.5,1164.2,-9.64,-4.1
160.6,1164,-9.66,-3.91
160.7,1163.9,-9.27,-4.18
160.8,1163.6,-9.46,-4.7
160.9,1163.4,-9.32,-4.28
161,1163.2,-8.79,-3.95
161.1,1163,-8.9,-4.01
161.2,1162.8,-9.02,-4.13
161.3,1162.5,-8.57,-4.01
161.4,1162.2,-8.47,-4.08
161.5,1162,-8.46,-3.93
161.6,1161.8,-8.34,-3.92
161.7,1161.5,-8.39,-4.03
161.8,1161.3,-8.47,-3.97
161.9,1161,-8.54,-3.81
162,1160.8,-8.48,-4.16
162.1,1160.7,-8.27,-3.87
162.2,1160.5,-8.24,-3.9
162.3,1160.3,-7.97,-4.09
162.4,1160,-8.01,-4.05
162.5,1159.8,-7.81,-3.96
162.6,1159.6,-7.61,-3.99
162.7,1159.4,-7.5,-3.73
162.8,1159.2,-7.5,-3.96
162.9,1159,-7.6,-3.79
163,1158.8,-7.54,-3.76
163.1,1158.6,-7.72,-3.6
163.2,1158.4,-7.7,-3.87
176.9,1070.6,-4.83,-3.1
177,1069.7,-4.96,-3.15
177.1,1068.9,-4.96,-3.13
177.2,1068.2,-5.1,-3.14
177.3,1067.4,-4.83,-3.02
177.4,1066.6,-4.61,-2.89
177.5,1065.8,-4.66,-2.85
177.6,1065,-4.39,-3.04
177.7,1064.2,-4.18,-3.01
177.8,1063.4,-4.34,-2.99
177.9,1062.5,-4.35,-2.98
178,1061.7,-4.47,-2.81
178.1,1060.9,-4.42,-2.86
178.2,1060.1,-4.55,-2.94
178.3,1059.3,-4.63,-2.88
178.4,1058.5,-5.04,-2.99
178.5,1057.7,-5.14,-3
178.6,1057,-5.75,-2.83
178.7,1056.2,-6.1,-2.86
178.8,1055.4,-6.68,-3.06
178.9,1054.6,-7.03,-3.05
179,1053.7,-7.55,-3.15
179.1,1052.9,-7.37,-3.1
179.2,1052.1,-7.51,-3.07
179.3,1051.4,-7.57,-3.18
179.4,1050.6,-7.55,-3.13
179.5,1049.7,-7.55,-3.12
179.6,1048.9,-7.58,-3.1
179.7,1048,-7.51,-3.28
179.8,1047.2,-7.36,-3.11
179.9,1046.4,-7.25,-3.24
180,1045.6,-7.2,-3.23
180.1,1044.8,-7.06,-3.3
180.2,1044,-6.94,-3.14
180.3,1043.3,-6.63,-3.34
180.4,1042.7,-6.32,-3.23
180.5,1042,-5.91,-3.09
180.6,1041.1,-5.86,-3.12
180.7,1040.2,-5.73,-2.99
180.8,1039.4,-5.58,-3
180.9,1038.5,-5.59,-3.06
181,1037.7,-6.29,-3.27
181.1,1036.9,-5.74,-3.09
181.2,1036.1,-5.53,-3.01
181.3,1035.3,-5.81,-3.08
181.4,1034.5,-6.14,-3.08
181.5,1033.7,-6.23,-3.01
181.6,1033,-6.25,-3.24
181.7,1032.2,-6.34,-3.31
181.8,1031.4,-6.61,-3.18
181.9,1030.7,-6.82,-3.45
182,1030.3,-6.51,-3.22
182.1,1029.5,-6.88,-3.23
182.2,1028.7,-6.72,-3.35
182.3,1028,-6.75,-3.32
182.4,1027.2,-6.84,-3.29
182.5,1026.4,-6.9,-3.48
182.6,1025.7,-6.87,-3.42
182.7,1024.9,-6.86,-3.5
182.8,1024.2,-6.73,-3.35
182.9,1023.6,-6.7,-3.34
183,1022.9,-6.59,-3.36
183.1,1022.2,-6.4,-3.31
183.2,1021.5,-6.26,-3.5
183.3,1020.8,-6,
183.4,1020.1,-6.48,
183.5,1019.5,-6.82,-3.5
183.6,1018.8,-7.2,-3.58
197.3,950.9,-8.46,-4.08
197.4,950.4,-8.44,-4.27
197.5,950,-8.47,-3.87
197.6,949.5,-8.31,-3.77
197.7,949.1,-8.47,-3.9
197.8,948.6,-8.36,-3.94
197.9,948.1,-8.35,-3.75
198,947.7,-8.22,-3.71
198.1,947.3,-8.28,-3.86
198.2,947,-8.18,-3.94
198.3,946.6,-8.36,-4.1
198.4,946.3,-8.15,-3.84
198.5,946,-8.29,-4.06
198.6,945.6,-8.15,-4.08
198.7,945.1,-8.23,-3.9
198.8,944.6,-8.31,-3.96
198.9,944.1,-8.26,-3.96
199,943.6,-8.54,-3.83
199.1,943.1,-8.29,-3.72
199.2,942.7,-8.46,-3.77
199.3,942.4,-8.24,-3.91
199.4,942,-8.45,-4.19
199.5,941.8,-8.1,-4.05
199.6,941.5,-8.2,-4.4
199.7,941.2,-8.04,-4.13
199.8,940.9,-8.02,-4.49
199.9,940.5,-7.97,-4.47
200,940.2,-7.99,-4.53
200.1,939.9,-7.68,-4
200.2,939.3,-8.03,-4.01
200.3,938.1,-7.82,-3.6
200.4,937.7,-7.99,-3.68
200.5,937,-7.66,-3.35
200.6,936.5,-7.93,-3.45
200.7,936,-7.78,-3.19
200.8,935.6,-7.53,-3.08
200.9,935.1,-7.69,-3.33
201,934.2,-7.35,-3.29
201.1,933.7,-7.58,-3.12
201.2,932.9,-7.54,-3.14
201.3,932.5,-7.59,-3.38
201.4,932.2,-7.59,-3.12
201.5,932.1,-7.57,-2.99
201.6,931.5,-7.6,-3.03
201.7,931.2,-7.61,-3.58
201.8,930.5,-7.43,-3.11
201.9,930.1,-6.91,-3.17
202,929.9,-6.58,-3.01
202.1,929.5,-7.37,-3.62
202.2,929.1,-7.31,-3.46
202.3,928.8,-7.61,-3.82
202.4,928.5,-7.55,-3.78
202.5,928.1,-7.7,-3.83
202.6,927.6,-7.64,-3.92
202.7,927.2,-7.9,-3.79
202.8,926.9,-7.79,-3.78
202.9,926.6,-8.03,-3.81
203,926.2,-7.79,-3.72
203.1,925.9,-7.98,-3.95
203.2,925.6,-7.7,-3.95
203.3,925.3,-7.86,-4.04
203.4,924.9,-7.77,-3.98
