depth,date,d13C,d18O
203.5,924.4,,
203.6,924.2,,
203.7,923.8,,
203.8,923.4,,
203.9,923,,
204,922.8,,
217.7,807.6,-8.46,-3.86
217.8,807.5,-8.8,-3.82
217.9,807.3,-8.56,-3.65
218,807,-8.52,-3.85
218.1,806.8,-8.08,-3.66
218.2,806.5,-8.13,-3.51
218.3,806.4,-8.07,-3.54
218.4,806.1,-8.02,-3.64
218.5,805.9,-8.17,-3.65
218.6,805.6,-8.34,-3.76
218.7,805.4,-8.46,-3.95
218.8,805.3,-8.43,-3.93
218.9,805.1,-8.89,-4.07
219,804.9,-8.84,-4
219.1,804.7,-8.98,-4.12
219.2,804.6,-8.64,-3.63
219.3,804.5,-8.67,-3.68
219.4,804.4,-8.55,-3.91
219.5,804.1,-8.82,-3.85
219.6,803.9,-8.45,-3.65
219.7,803.7,-9.02,-4.11
219.8,803.5,-8.53,-3.77
219.9,803.3,-8.77,-3.98
220,803,-8.85,-3.98
220.1,802.8,-8.56,-3.87
220.2,802.7,-8.47,-3.74
220.3,802.5,-8.39,-3.78
220.4,802.3,-8.36,-3.63
220.5,802.2,-8.08,-3.53
220.6,801.8,-8.08,-3.65
220.7,801.5,-8.19,-3.85
220.8,801.3,-8.07,-3.93
220.9,801.1,-8.13,-3.86
221,801,-8.23,-3.65
221.1,800.9,-8.33,-3.78
221.2,800.7,-8.26,-3.79
221.3,800.5,-8.5,-3.89
221.4,800.3,-8.21,-3.82
221.5,800.1,-8.39,-4
221.6,799.8,-8.2,-4.04
221.7,799.7,-8.36,-3.85
221.8,799.5,-8.11,-3.61
221.9,799.2,-8.34,-3.86
222,798.9,-8.13,-3.73
222.1,798.7,-8.33,-4.02
222.2,798.6,-8.37,-3.81
222.3,798.5,-8.22,-3.79
222.4,798.3,-8.27,-3.71
222.5,798.1,-8.12,-3.48
222.6,797.9,-8.24,-3.7
222.7,797.3,-7.96,-3.76
222.8,797.2,-8.09,-3.72
222.9,797.2,-8.07,-3.74
223,796.9,-8.06,-3.64
223.1,796.5,-8.09,-3.55
223.2,796.3,-8.03,-3.52
223.3,796,-8.11,-3.47
223.4,795.7,-8.05,-3.48
223.5,795.5,-8.28,-3.8
223.6,795.2,-8.19,-3.48
223.7,794.9,-8.2,-3.57
223.8,794.7,-8.19,-3.49
223.9,794.4,-8.06,-3.63
224,794.1,-8.08,-3.52
224.1,793.9,-8.23,-3.84
224.2,793.8,-8.02,-3.7
224.3,793.5,-8.08,-3.87
224.4,793.4,-7.94,-3.73
238.1,730.6,-8.51,-3.43
238.2,730.1,-8.53,-3.62
238.3,729.6,-8.44,-3.75
238.4,729.1,-8.12,-3.72
238.5,728.7,-7.83,-3.64
238.6,728.3,-7.97,-3.66
238.7,727.9,-8.19,-3.7
238.8,727.4,-8,-3.7
238.9,727,-8.26,-3.81
239,726.5,-8.42,-4.01
239.1,726,-8.44,-3.97
239.2,725.5,-8.44,-4.07
239.3,725,-8.36,-4.11
239.4,724.6,-8.56,-4.2
239.5,724.1,-8.46,-4.13
239.6,723.7,-8.34,-3.94
239.7,723.3,-8.4,-4.05
239.8,722.9,-8.65,-4.06
239.9,722.4,-8.61,-4.13
240,721.8,-8.63,-4.14
240.1,721.3,-8.54,-4
240.2,720.9,-8.49,-4.05
240.3,720.5,-8.35,-3.81
240.4,720.1,-8.6,-3.99
240.5,719.6,-8.39,-3.82
240.6,719.2,-8.55,-3.88
240.7,718.8,-8.55,-3.74
240.8,718.3,-8.7,-3.83
240.9,718,-8.71,-3.77
241,717.5,-8.64,-3.73
241.1,717.1,-8.7,-3.94
241.2,716.6,-8.63,-3.91
241.3,716.2,-8.61,-3.95
241.4,715.7,-8.4,-3.86
241.5,715.2,-8.63,-4.06
241.6,714.9,-8.49,-3.93
241.7,714.7,-8.42,-3.83
241.8,714.3,-8.34,-3.82
241.9,713.9,-8.32,-3.81
242,713.6,-8,-3.66
242.1,713.4,-8.25,-3.71
242.2,712.9,-8.18,-3.74
242.3,712.4,-8.21,-3.71
242.4,712.1,-8.17,-3.69
242.5,711.8,-8.27,-3.81
242.6,711.4,-8.05,-3.8
242.7,710.8,-7.72,-3.73
242.8,710.3,-7.43,-3.82
242.9,709.9,-7.13,-3.72
243,709.7,-7.05,-3.71
243.1,709.3,-7.07,-3.57
243.2,709,-7.15,-3.52
243.3,708.5,-7.13,-3.9
243.4,708.1,-7.58,-3.77
243.5,707.9,-7.75,-3.81
243.6,707.5,-7.96,-3.92
243.7,707.1,-8.12,-4.1
243.8,706.9,-8.46,-4.27
243.9,706.6,-8.4,-4.22
244,706.4,-8.75,-4.49
244.1,706.1,-8.74,-4.54
244.2,705.8,-8.77,-4.37
244.3,705.6,-8.84,-4.5
244.4,705.3,-8.93,-4.5
244.5,705.1,-9.17,-4.64
244.6,704.9,-9.05,-4.36
244.7,704.7,-8.97,-4.38
244.8,704.5,-9.22,-4.52
258.5,644.8,-8.99,-4.48
258.6,644.5,-8.61,-4.54
258.7,644.1,-8.47,-4.31
258.8,643.7,-8.46,-4.21
258.9,643.4,-8.61,-4.35
259,643,-8.21,-4.13
259.1,642.7,-8.13,-4
259.2,642.3,-8.19,-4.12
259.3,641.9,-8.23,-4
259.4,641.6,-8.18,-4.06
259.5,641.2,-8.21,-3.92
259.6,640.8,-8.37,-4.31
259.7,640.4,-8.34,-4.11
259.8,640,-8.35,-4.19
259.9,639.6,-8.47,-4.31
260,639.2,-8.59,-4.36
260.1,638.8,-8.6,-4.15
260.2,638.3,-8.74,-4.39
260.3,637.9,-8.77,-4.22
260.4,637.4,-8.81,-4.31
260.5,637,-8.97,-4.33
260.6,636.5,-8.97,-4.19
260.7,636.1,-8.72,-3.91
260.8,635.7,-8.88,-4.04
260.9,635.3,-9.21,-4.12
261,634.9,-9.25,-4.07
261.1,634.5,-9.19,-4.01
261.2,634.1,-9.36,-4.08
261.3,633.7,-9.46,-4.06
261.4,633.3,-9.64,-4.26
261.5,632.9,-9.71,-4.19
261.6,632.5,-9.66,-4.21
261.7,632.1,-9.74,-4.22
261.8,631.7,-9.77,-4.16
261.9,631.4,-9.97,-4.52
262,631,-10.13,-4.52
262.1,630.6,-10.01,-4.56
262.2,630.2,-9.88,-4.58
262.3,629.9,-9.49,-4.6
262.4,629.5,-9.62,-4.77
262.5,629.1,-9.3,-4.77
262.6,628.7,-9.37,-4.81
262.7,628.3,-9.31,-4.75
262.8,627.9,-9.36,-4.87
262.9,627.4,-9.43,-4.71
263,627,-9.54,-4.81
263.1,626.6,-9.56,-4.67
263.2,626.2,-9.61,-4.51
263.3,625.9,-9.35,-4.3
263.4,625.5,-9.57,-4.3
263.5,625.1,-9.74,-4.29
263.6,624.7,-9.69,-4.15
263.7,624.3,-9.79,-4.28
263.8,624,-9.88,-4.3
263.9,623.7,-10.14,-4.52
264,623.3,-9.98,-4.39
264.1,622.9,-10.03,-4.63
264.2,622.5,-9.97,-4.57
264.3,622,-9.98,-4.67
264.4,621.6,-10.11,-4.76
264.5,621.2,-9.7,-4.63
264.6,620.8,-9.96,-4.84
264.7,620.4,-9.8,-4.62
264.8,620,-9.6,-4.56
264.9,619.6,-9.69,-4.73
265,619.2,-9.56,-4.79
265.1,618.9,-9.61,-4.63
265.2,618.6,-9.1,-4.54
278.9,546.3,-9.95,-3.9
279,545.5,-10.27,-4.02
279.1,544.7,-10.29,-3.81
279.2,544.1,-10.33,-4.02
279.3,543.4,-9.95,-4
279.4,542.7,-9.93,-3.86
279.5,541.9,-10.35,-3.9
279.6,541,-10.41,-3.98
279.7,540.2,-10.21,-4.1
279.8,539.3,-10.49,-4.19
279.9,538.4,-10.61,-4.27
280,537.6,-10.48,-4.17
280.1,536.7,-10.44,-4.16
280.2,535.8,-10.41,-4.06
280.3,535,-10.34,-4.08
280.4,534.1,-10.23,-4.03
280.5,533.3,-10.05,-4.09
280.6,532.5,-10.05,-4.03
280.7,531.6,-10.03,-4.11
280.8,530.8,-10,-4
280.9,530,-9.92,-4.06
281,529.2,-9.91,-4.13
281.1,528.4,-9.99,-4.22
281.2,527.5,-10,-4.19
281.3,526.7,-9.8,-4.09
281.4,525.9,-9.76,-4.11
281.5,525.1,-9.86,-4.14
281.6,524.3,-9.8,-4.15
281.7,523.5,-9.64,-4.18
281.8,522.7,-9.86,-4.14
281.9,521.9,-9.42,-4.04
282,521.1,-9.53,-4.07
282.1,520.3,-9.9,-4.18
282.2,519.5,-9.68,-4.05
282.3,518.6,-10.11,-4.13
282.4,517.7,-10.39,-4.29
282.5,516.9,-9.9,-4.03
282.6,516.1,-9.93,-3.89
282.7,515.3,-9.99,-4.08
282.8,514.4,-9.96,-4.23
282.9,513.6,-10.17,-4.29
283,512.8,-10.23,-4.32
283.1,511.9,-10.38,-4.44
283.2,511.2,-10.44,-4.57
283.3,510.4,-10.55,-4.56
283.4,509.5,-10.08,-4.25
283.5,508.7,-9.71,-4.32
283.6,507.9,-9.71,-4.41
283.7,507.1,-9.61,-4.1
283.8,506.2,-9.51,-4.1
283.9,505.4,-9.69,-4.15
284,504.7,-9.65,-4.04
284.1,503.9,-9.43,-3.89
284.2,503,-9.6,-3.93
284.3,502.2,-9.57,-3.82
284.4,501.5,-9.52,-3.93
284.5,500.7,-9.67,-4.15
284.6,500,-9.49,-3.89
284.7,499.2,-9.3,-3.91
284.8,498.4,-9.46,-3.57
284.9,497.6,-9.38,-3.53
285,496.8,-9.3,-3.58
285.1,496,-9.47,-3.79
285.2,495.2,-9.53,-3.73
285.3,494.5,-9.38,-3.75
285.4,493.7,-9.57,-4.06
285.5,493,-9.46,-3.86
285.6,492.3,-9.45,-3.96
299.3,439.5,-8.49,-3.96
299.4,439.4,-8.54,-4
299.5,439.3,-8.61,-4.11
299.6,439.2,-8.39,-4.04
299.7,439.1,-8.47,-4.03
299.8,438.9,-8.12,-4
299.9,438.8,-8.15,-3.87
300,438.7,-8.28,-3.91
300.1,438.6,-8.46,-3.77
300.2,438.5,-8.54,-3.8
300.3,438.4,-8.65,-3.79
300.4,438.3,-8.62,-3.73
300.5,438.2,-8.67,-3.77
300.6,438.1,-8.6,-3.71
300.7,438,-8.66,-3.64
300.8,437.9,-8.55,-3.7
300.9,437.7,-8.77,-3.8
301,437.6,-8.65,-3.82
301.1,437.5,-8.57,-3.78
301.2,437.4,-8.73,-3.92
301.3,437.3,-8.67,-4.13
301.4,437.2,-8.63,-4.15
301.5,437,-8.57,-4.04
301.6,436.9,-8.66,-4.02
301.7,436.8,-8.7,-3.96
301.8,436.7,-8.67,-3.91
301.9,436.6,-8.69,-3.87
302,436.5,-8.64,-3.96
302.1,436.3,-8.68,-3.97
302.2,436.2,-8.59,-4
302.3,436.1,-8.32,-3.81
302.4,436,-8.35,-3.96
302.5,435.9,-8.28,-3.98
302.6,435.8,-8.06,-3.79
302.7,435.7,-8.19,-3.71
302.8,435.6,-8.21,-3.71
302.9,435.5,-8.01,-3.78
303,435.4,-7.76,-3.48
303.1,435.3,-7.85,-3.57
303.2,435.2,-7.75,-3.42
303.3,435.1,-7.66,-3.36
303.4,434.9,-7.77,-3.45
303.5,434.8,-7.75,-3.5
303.6,434.8,-8.11,-3.63
303.7,434.7,-8.2,-3.92
303.8,434.6,-8.37,-3.74
303.9,434.5,-8.54,-3.89
304,434.4,-8.53,-4.01
304.1,434.2,-8.61,-3.85
304.2,434.1,-8.78,-3.83
304.3,433.9,-8.84,-3.88
304.4,433.7,-8.65,-3.9
304.5,433.7,-8.94,-4.01
304.6,433.7,-8.88,-3.79
304.7,433.6,-8.78,-3.74
304.8,433.5,-8.91,-3.67
304.9,433.5,-9.06,-4.33
305,433.5,-8.66,-3.52
305.1,433.4,-8.56,-3.58
305.2,433.3,-8.37,-3.78
305.3,433.2,-8.25,-3.55
305.4,433.1,-8.26,-3.59
305.5,432.9,-8.17,-3.46
305.6,432.7,-8.23,-3.59
305.7,432.6,-8.11,-3.61
305.8,432.5,-8.41,-3.58
305.9,432.5,-8.46,-3.61
306,432.5,-8.54,-3.68
319.7,380.5,-8.48,-3.44
319.8,379.9,,
319.9,379.4,-8.2,-3.87
320,378.9,-8.31,-4.18
320.1,378.3,-8.23,-4.26
320.2,377.7,-8.38,-3.93
320.3,377,-8.24,-3.9
320.4,376.5,-8.26,-3.71
320.5,375.9,-8.24,-3.92
320.6,375.3,-8.14,-3.76
320.7,374.7,-8.22,-3.59
320.8,374.1,-8.13,-3.53
320.9,373.6,-8.32,-3.66
321,373,-8.03,-3.42
321.1,372.4,-7.85,-3.51
321.2,371.9,-8,-3.43
321.3,371.3,-7.92,-3.57
321.4,370.8,-7.91,-3.64
321.5,370.4,-8.12,-3.62
321.6,369.8,-8.28,-3.39
321.7,369.4,-8.05,-3.68
321.8,369,-7.87,-3.49
321.9,368.5,-7.92,-3.89
322,368.1,-8.06,-4.36
322.1,367.6,-8.02,-3.79
322.2,367.1,-8.15,-3.49
322.3,366.7,-8.15,-3.46
322.4,366.2,-8.21,-3.6
322.5,365.6,-8.19,-3.49
322.6,365.2,-8.4,-3.71
322.7,364.7,-8.05,-3.85
322.8,364.5,-8.46,-3.63
322.9,364.1,-8,-3.34
323,363.6,-8.07,-3.55
323.1,363.2,-8.09,-3.56
323.2,362.8,-8.46,-3.78
323.3,362.5,-8.36,-3.8
323.4,362.2,-7.94,-3.87
323.5,361.9,-8.37,-3.78
323.6,361.4,,
323.7,361,,
323.8,360.6,,
323.9,360.3,,
324,360.1,,
324.1,359.8,,
324.2,359.3,,
324.3,358.8,,
324.4,358.5,,
324.5,358.1,-7.89,-4.4
324.6,357.7,-7.95,-4.14
324.7,357.3,-7.89,-3.8
324.8,356.8,-7.99,-3.64
324.9,356.4,,
325,355.9,-8.36,-3.67
325.1,355.6,-7.93,-3.61
325.2,355.3,-7.92,-3.71
325.3,354.9,-7.8,-3.48
325.4,354.6,-7.96,-3.79
325.5,354.2,-7.93,-3.39
325.6,353.8,-7.75,-4.25
325.7,353.5,-7.94,-3.86
325.8,353.1,,
325.9,352.6,-7.92,-4.63
326,352.3,,
326.1,352.1,-8.22,-4.13
326.2,351.7,-8.08,-3.7
326.3,351.3,-7.96,-3.85
326.4,351,-7.96,-3.57
340.1,266.9,-7.78,-3.47
340.2,266.3,-7.66,-3.3
340.3,265.7,-7.68,-3.38
340.4,265.1,-7.67,-3.36
340.5,264.6,-7.85,-3.29
340.6,264.1,-7.71,-3.2
340.7,263.6,-7.6,-3.18
340.8,263.2,-7.52,-3.26
340.9,262.7,-7.58,-3.58
341,262.2,-7.49,-3.3
341.1,261.7,-7.33,-3.2
341.2,261.3,-7.4,-3.36
341.3,260.7,-7.23,-3.28
341.4,260.2,-7.31,-3.17
341.5,259.6,-7.22,-3.21
341.6,259,-7.38,-3.33
341.7,258.4,-7.29,-3.21
341.8,257.7,-7.29,-3.15
341.9,257,-7.39,-3.22
342,256.3,-7.58,-3.33
342.1,255.6,-7.61,-3.42
342.2,254.9,-7.65,-3.4
342.3,254.2,-7.65,-3.38
342.4,253.5,-7.85,-3.53
342.5,252.8,-7.97,-3.45
342.6,252.1,-7.88,-3.38
342.7,251.4,-7.91,-3.32
342.8,250.7,-7.89,-3.34
342.9,250,-7.97,-3.38
343,249.3,-7.98,-3.58
343.1,248.7,-8.13,-3.53
343.2,248.2,-8.26,-3.6
343.3,247.6,-8.12,-3.63
343.4,247,-8.19,-3.68
343.5,246.4,-8.24,-3.67
343.6,245.8,-8.21,-3.48
343.7,245.2,-8.35,-3.6
343.8,244.6,-8.41,-3.53
343.9,244,-8.22,-3.52
344,243.3,-8.4,-3.67
344.1,242.6,-8.44,-3.64
344.2,242.1,-8.52,-3.43
344.3,241.7,-8.52,-3.66
344.4,241.4,-8.31,-3.58
344.5,240.8,-8.22,-3.35
344.6,240.2,-8.28,-3.25
344.7,239.5,-8.35,-3.41
344.8,238.8,-8.19,-3.25
344.9,238.1,-7.98,-3.35
345,237.4,-7.71,-3.46
345.1,236.6,-7.62,-3.44
345.2,235.9,-7.48,-3.59
345.3,235.3,-7.38,-3.27
345.4,234.8,-7.52,-3.45
345.5,234.3,-7.72,-3.52
345.6,233.7,-7.67,-3.39
345.7,233.1,-7.72,-3.35
345.8,232.4,-7.85,-3.35
345.9,231.8,-8.2,-3.51
346,231,-8.07,-3.31
346.1,230.2,-7.96,-3.5
346.2,229.4,-8.12,-3.58
346.3,228.8,-8.07,-3.47
346.4,228.2,-8.04,-3.58
346.5,227.7,-7.95,-3.55
346.6,227.1,-8.01,-3.49
346.7,226.4,-7.85,-3.4
346.8,225.8,-7.69,-3.37
360.5,168.3,-7.62,-3.65
360.6,168,-7.57,-3.66
360.7,167.8,-7.71,-3.72
360.8,167.7,-7.67,-3.66
360.9,167.5,-7.7,-3.67
361,167.3,-7.59,-3.65
361.1,167.1,-7.64,-3.57
361.2,166.8,-7.72,-3.67
361.3,166.7,-7.64,-3.65
361.4,166.5,-7.68,-3.65
361.5,166.3,-7.7,-3.71
361.6,166,-7.64,-3.6
361.7,165.7,-7.89,-3.74
361.8,165.4,-7.72,-3.63
361.9,165.1,-7.83,-3.67
362,164.8,-7.8,-3.71
362.1,164.5,-8.01,-3.62
362.2,164.3,-8.06,-3.69
362.3,164.1,-8.02,-3.69
362.4,163.9,-8.15,-3.64
362.5,163.7,-8.17,-3.5
362.6,163.4,-8.11,-3.51
362.7,163.1,-8.15,-3.54
362.8,162.9,-8.19,-3.56
362.9,162.6,-8.06,-3.45
363,162.5,-8.03,-3.4
363.1,162.3,-7.95,-3.55
363.2,162.1,-7.96,-3.48
363.3,161.9,-7.93,-3.53
363.4,161.8,-7.9,-3.56
363.5,161.7,-7.86,-3.7
363.6,161.6,-7.85,-3.66
363.7,161.4,-7.77,-3.73
363.8,161.2,-7.87,-3.82
363.9,160.9,-7.71,-3.76
364,160.7,-7.75,-3.83
364.1,160.5,-7.82,-3.68
364.2,160.2,-7.74,-3.79
364.3,160.1,-8.02,-3.71
364.4,160.1,-8.01,-3.74
364.5,160,-7.96,-3.81
364.6,159.9,-8.07,-3.61
364.7,159.7,-8.09,-3.59
364.8,159.6,-8.04,-3.67
364.9,159.4,-8.06,-3.57
365,159.1,-8,-3.89
365.1,158.6,-8.01,-3.71
365.2,158.1,-7.96,-3.7
365.3,157.9,-8.01,-3.85
365.4,157.7,-8.04,-3.97
365.5,157.5,-8.04,-3.71
365.6,157.4,,
365.7,156.9,,
365.8,156.5,,
365.9,156.3,,
366,156.2,-8.19,-3.97
366.1,155.7,,
366.2,155.2,,
366.3,154.7,,
366.4,154.2,,
366.5,153.8,,
366.6,153.3,,
366.7,152.9,,
366.8,152.5,,
366.9,152.1,,
367,151.6,,
367.1,151.2,,
367.2,150.8,-7.79,-3.57
380.9,79.7,-8.27,-3.7
381,79.3,-8.33,-4.05
381.1,78.9,-8.23,-3.77
381.2,78.5,-8.15,-3.83
381.3,78.1,-8.19,-3.9
381.4,77.8,-8.19,-3.71
381.5,77.4,-8.33,-4
381.6,77,-8.17,-3.91
381.7,76.6,-8.41,-4.11
381.8,76.2,,
381.9,75.8,-8.29,-3.9
382,75.5,-8.35,-3.99
382.1,75.2,-8.29,-3.78
382.2,74.8,-8.24,-3.72
382.3,74.5,,
382.4,74.2,-8.36,-3.88
382.5,73.8,-8.2,-3.61
382.6,73.4,-8.36,-4.04
382.7,73,-8.52,-4.14
382.8,72.7,-8.47,-4.33
382.9,72.3,-8.32,-3.77
383,72,-8.55,-4.07
383.1,71.6,-8.34,-3.94
383.2,71.3,-8.33,-3.76
383.3,70.9,-8.37,-3.86
383.4,70.5,-8.3,-3.8
383.5,70.2,-8.44,-4.06
383.6,69.9,-8.55,-3.95
383.7,69.6,-8.26,-3.61
383.8,69.4,-8.23,-3.68
383.9,69,-8.43,-4.03
384,68.6,-8.36,-4.04
384.1,68.1,-8.12,-3.58
384.2,67.7,-8.26,-3.85
384.3,67.3,-8.34,-3.81
384.4,66.9,-8.35,-3.65
384.5,66.4,-8.72,-4.13
384.6,66,-8.6,-3.87
384.7,65.6,-8.4,-3.79
384.8,65.2,-8.37,-3.74
384.9,64.7,-8.4,-3.64
385,64.2,-8.31,-4.17
385.1,63.8,-8.61,-4.21
385.2,63.3,-8.48,-3.91
385.3,62.9,-8.51,-3.76
385.4,62.4,-8.74,-3.86
385.5,62,-8.47,-3.7
385.6,61.5,-8.48,-3.75
385.7,61,-8.84,-3.84
385.8,60.6,-8.77,-3.92
385.9,60.1,-8.73,-3.8
386,59.6,-8.79,-3.79
386.1,59.2,-8.74,-3.76
386.2,58.7,-8.74,-3.7
386.3,58.3,-8.63,-3.73
386.4,57.9,-8.5,-3.68
386.5,57.6,-8.61,-3.69
386.6,57.2,-8.66,-3.69
386.7,56.9,-8.78,-3.73
386.8,56.6,-8.71,-3.69
386.9,56.2,-8.69,-3.68
387,55.9,-8.73,-3.72
387.1,55.6,-8.71,-3.74
387.2,55.2,-8.66,-3.71
387.3,54.9,-8.58,-3.78
387.4,54.6,-8.61,-3.74
387.5,54.1,-8.63,-3.84
387.6,53.7,-8.57,-3.76
401.3,2.2,-10.02,-4.11
401.4,1.9,-9.79,-4.34
401.5,1.7,-9.77,-3.95
401.6,1.5,-9.91,-3.98
401.7,1.4,-9.71,-3.89
401.8,1.2,-9.76,-3.94
401.9,1,-9.65,-3.92
402,0.7,-9.73,-3.94
402.1,0.5,-9.53,-4.29
402.2,0.3,-9.35,-4.04
402.3,-0.1,-9.53,-3.82
402.4,-0.4,-9.51,-3.78
402.5,-0.5,-9.19,-3.71
402.6,-0.7,-8.88,-3.95
402.7,-0.9,-9,-3.73
402.8,-1.2,-8.86,-4.16
402.9,-1.6,-8.9,-3.8
403,-1.9,-8.63,-4.2
403.1,-2.2,-8.78,-4.34
403.2,-2.5,-8.84,-4.05
403.3,-2.8,-8.8,-4.01
403.4,-3,-9.13,-3.91
403.5,-3.2,-9.07,-3.87
403.6,-3.3,-8.98,-4.07
403.7,-3.5,-8.98,-4.46
403.8,-3.6,-8.88,-4.31
403.9,-3.8,-8.78,-3.93
404,-3.9,-9.11,-3.96
404.1,-4.4,-8.8,-4.27
404.2,-5,-8.98,-3.98
404.3,-5.5,-9.1,-3.81
404.4,-5.7,-8.99,-4.13
404.5,-6,-9.07,-3.93
404.6,-6.2,-9.08,-4.07
404.7,-6.4,-9.2,-3.92
404.8,-6.7,-9.51,-3.87
404.9,-6.9,-9.1,-3.86
405,-7.2,-9.24,-3.98
405.1,-7.6,-9.23,-3.99
405.2,-7.8,-9.32,-3.99
405.3,-8,-9.09,-4
405.4,-8.2,-9.22,-4
405.5,-8.6,-9.24,-4
405.6,-8.8,-9.2,-3.9
405.7,-9,-9.16,-4.12
405.8,-9.1,-9.01,-3.9
405.9,-9.2,-8.94,-3.8
406,-9.5,-8.95,-3.75
406.1,-9.7,-8.96,-3.85
406.2,-10,-9.11,-3.89
406.3,-10.3,-8.71,-3.68
406.4,-10.5,-8.61,-3.54
406.5,-10.6,-8.54,-3.61
406.6,-10.9,-8.48,-3.46
406.7,-11.1,-8.28,-3.45
406.8,-11.5,-8.25,-3.51
406.9,-12,-8.24,-3.48
407,-12.3,-8.29,-3.54
407.1,-12.5,-8.22,-3.43
407.2,-12.7,-8.13,-3.45
407.3,-13,-8.33,-3.52
407.4,-13.3,-7.93,-3.49
407.5,-13.6,-7.8,-3.49
407.6,-14,-7.64,-3.53
407.7,-14.3,-7.51,-3.5
407.8,-14.6,-7.3,-3.56
407.9,-14.8,-7.48,-3.53
408,-15,-7.55,-3.57
412.5,-29.4,-9.14,-3.76
412.6,-29.8,-8.83,-3.59
412.7,-30.2,-8.88,-3.59
412.8,-30.6,-8.88,-3.66
412.9,-31,-8.94,-3.76
413,-31.3,-8.97,-4
413.1,-31.7,-8.89,-3.84
413.2,-32.2,-8.75,-3.68
413.3,-32.7,-8.78,-3.71
413.4,-33.1,-8.82,-3.97
413.5,-33.5,-8.74,-3.7
413.6,-33.9,-8.99,-4.07
413.7,-34.4,-8.91,-3.97
413.8,-34.8,-8.83,-3.81
413.9,-35.2,-8.84,-3.73
414,-35.7,-8.92,-3.9
414.1,-36.2,-8.86,-3.76
414.2,-36.7,-9.02,-3.85
414.3,-37.2,-8.83,-3.56
414.4,-37.7,-8.67,-3.51
414.5,-38.2,-8.76,-3.51
414.6,-38.7,-8.54,-3.57
